gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	threshold_CE	genelabels
g985	12376.5380701058	-1.74102581154697	0.18607727379046	-9.35639114567327	8.25067012177508e-21	3.49971903078425e-18	TRUE	
g717	2949.64897126858	-1.30097002609926	0.139148993530688	-9.34920404347574	8.830977743636e-21	3.58979245278804e-18	TRUE	
g955	137.785329190293	-2.23688493733851	0.240495501298438	-9.27932633582373	1.70553466786568e-20	6.65567848787904e-18	TRUE	
g244	1617.21961410387	1.72538440999669	0.186523308084998	9.2495694744946	2.25398703072004e-20	8.45765287373257e-18	TRUE	
g294	2757.0418101998	2.15306514270648	0.236230412053659	9.11382289785767	7.95290773266316e-20	2.87365066073562e-17	TRUE	
g642	132.25564081601	-1.99708902868454	0.220728902222019	-9.03259019975226	1.67655532622313e-19	5.84159777236889e-17	TRUE	
g849	115.417536532964	-1.57919743808923	0.174837280969674	-9.02105344347961	1.86289174536808e-19	6.2670247820038e-17	TRUE	
g769	670.475722694873	-1.62981668165626	0.180874089643966	-9.00888971667765	2.08153080202652e-19	6.76913816819026e-17	TRUE	
g18	24140.2517687099	1.16867984600913	0.132435573968199	8.82450014500606	1.09949791828201e-18	3.46022635185783e-16	TRUE	
g650	533.088258752278	-1.9212457877554	0.218580517584702	-8.78628555128919	1.54586360007568e-18	4.71295165073074e-16	TRUE	
g336	2857.08195138824	1.47619488217125	0.168206399794393	8.7758535807115	1.69612391466528e-18	5.01435906408316e-16	TRUE	
g85	1095.09455789526	1.67979013237789	0.191967846682723	8.74937258194059	2.14542219107528e-18	6.15609967533247e-16	TRUE	
g235	2154.33247193364	1.76469440448455	0.203579106677878	8.66785898308684	4.40321590772689e-18	1.19327151099399e-15	TRUE	
g661	81.0470684211791	-2.26114086672771	0.25973304339417	-8.67046552013523	4.30357261065185e-18	1.19327151099399e-15	TRUE	
g264	183.683163864473	1.93147380244863	0.223415628529289	8.63569827274227	5.83693878943733e-18	1.53905877918245e-15	TRUE	
g531	434.569184200661	-2.11241699979469	0.245682202529032	-8.5937794300932	8.41544942428363e-18	2.16055591008713e-15	TRUE	
g317	300.57295978325	2.3478052086994	0.273222061853095	8.58546926346413	9.04663895837358e-18	2.26305153020238e-15	TRUE	
g871	8574.32671275972	-1.62393801952558	0.189215211471906	-8.5823943523401	9.29184585064923e-18	2.26628120297335e-15	TRUE	
g447	1659.75298879527	1.55582577741749	0.181951269321634	8.5502458411658	1.22826613847592e-17	2.85308677308835e-15	TRUE	
g824	1081.10556272609	-1.38437290958689	0.161883562253264	-8.55082005964393	1.22217031402942e-17	2.85308677308835e-15	TRUE	
g411	158.499405017991	1.75696270637036	0.205910802883253	8.52431002573358	1.53723383228215e-17	3.48773331808014e-15	TRUE	
g311	2723.08590123203	2.34138100446064	0.275777183651213	8.49021213180808	2.06260257128101e-17	4.57335242850398e-15	TRUE	
g909	746.204181140397	-1.33678895329254	0.157767219254843	-8.4722440182206	2.40710223080728e-17	5.21859763639018e-15	TRUE	
g533	100.727021806765	-1.78537345502406	0.212247716223876	-8.39435831416123	4.68445530142716e-17	9.93511867841813e-15	TRUE	
g482	622.585012611375	1.40892711413424	0.168138035018767	8.37853776579815	5.35892882809953e-17	1.1123768009987e-14	TRUE	
g129	574.373000680576	1.50271527088586	0.179709351766852	8.36068714733345	6.23539984500109e-17	1.26734501849647e-14	TRUE	
g283	5137.47117420569	2.06819808380465	0.247620569626446	8.3523318107033	6.69283290304819e-17	1.33255668983955e-14	TRUE	
g937	911.253756012275	-1.54142050700963	0.18589353467748	-8.29085196678364	1.1244015233465e-16	2.19393225235369e-14	TRUE	
g300	437.740273540754	1.56354435082366	0.189704223242338	8.24001789484729	1.72184900743178e-16	3.29379586598125e-14	TRUE	
g938	1378.27139775462	-2.68254331966964	0.327396640330804	-8.19519899084405	2.50178935754475e-16	4.69374172542433e-14	TRUE	
g632	1333.74943782737	-1.30455965893349	0.159486837014236	-8.17922785258204	2.85668480871921e-16	5.25845603657822e-14	TRUE	
g587	938.206531127637	-2.08463339122097	0.256976696963456	-8.11017615692989	5.05464288689575e-16	9.13205481565832e-14	TRUE	
g795	369.749568589728	-1.98927797666003	0.246139358155498	-8.07693030525248	6.64174802592695e-16	1.17812534074442e-13	TRUE	
g557	1190.63271947763	-1.34596071714662	0.167729996659171	-8.02403166598983	1.02329905750815e-15	1.78273314375884e-13	TRUE	
g296	345.615993040078	2.76684987600519	0.344780488924055	8.02011555139403	1.05645735613195e-15	1.80821016954794e-13	TRUE	
g146	1126.56746680569	1.46357719887396	0.183606196164284	7.97068771678185	1.57793782530529e-15	2.65420024546179e-13	TRUE	
g376	4916.90432886355	2.60409409940874	0.32774306668641	7.94897273128256	1.88064439261718e-15	3.10975706684292e-13	TRUE	
g528	420.829990973859	-1.55589908041251	0.196123152834135	-7.93099075762959	2.17404400308973e-15	3.5349955490239e-13	TRUE	
g498	2854.8229183002	2.12771789767042	0.268358997195259	7.92861166250399	2.21609345014807e-15	3.54429634420403e-13	TRUE	
g341	178.515188011018	2.01104215941958	0.253647507533669	7.91994024082017	2.37624758827414e-15	3.73914055987137e-13	TRUE	
g68	115.067109017521	2.19811956745004	0.278312797175841	7.88050702114276	3.2605529993893e-15	4.97030547844407e-13	TRUE	
g268	16513.3780835075	2.36366179695553	0.299985008945423	7.88090310273943	3.25023289094384e-15	4.97030547844407e-13	TRUE	
g986	380.925485335606	-1.85522964431203	0.238516137027285	-7.7747295293413	7.56087787113145e-15	1.13482960785782e-12	TRUE	
g378	2086.05551617677	1.35182023465988	0.173979640380665	7.76975488049699	7.86381540841415e-15	1.16241489582558e-12	TRUE	
g62	1265.9235772024	1.43865711810025	0.186068736270441	7.73135052130661	1.06411575365254e-14	1.54947959591554e-12	TRUE	
g105	3842.90478131055	1.57516624983751	0.203911747436972	7.72460888249433	1.12197302020873e-14	1.60970129193477e-12	TRUE	
g42	12999.5527529325	1.17510575731937	0.152649183609531	7.69805586214969	1.38151977902566e-14	1.95334883538759e-12	TRUE	
g252	12377.0955292482	1.81287392178955	0.235665100423066	7.69269583611356	1.44066724468622e-14	2.00787851987983e-12	TRUE	
g147	3358.05319867209	1.63397329782448	0.212595815430757	7.68562212177009	1.52255290875781e-14	2.09211636307622e-12	TRUE	
g922	500.6536967481	-1.41918029208491	0.185670639581736	-7.64166196743878	2.14435552127309e-14	2.90560173132504e-12	TRUE	
g194	317.309253330889	1.99476890324902	0.262190437448017	7.60414702461126	2.86789072449766e-14	3.83275916550674e-12	TRUE	
g949	932.31001789363	-1.65430883092101	0.218099262420735	-7.58412120412158	3.34748126423667e-14	4.41324692079635e-12	TRUE	
g503	1436.88787457691	-2.05311455660255	0.271206253151195	-7.56973917825918	3.73974316234362e-14	4.86465790557658e-12	TRUE	
g813	214.583831075773	-1.46350063713963	0.193743747567148	-7.55002239212274	4.35183414135187e-14	5.58638077408274e-12	TRUE	
g56	467.327062962379	2.06571413115017	0.273666182361134	7.54567360395832	4.49955679823275e-14	5.70099689916347e-12	TRUE	
g167	724.773047983943	1.31284956857522	0.17566696564709	7.47281504860066	7.84971416403744e-14	9.81818094671144e-12	TRUE	
g823	291.753996931717	-2.11882398738151	0.284005897599397	-7.45354084232088	9.08678506934567e-14	1.12216044476628e-11	TRUE	
g641	1147.9852976397	-1.89916186882196	0.255497577192901	-7.43237716596279	1.06663139157976e-13	1.30075698203151e-11	TRUE	
g889	1028.96285827603	-1.80405578543529	0.24300673051714	-7.42286943716516	1.14609744657984e-13	1.38041070232506e-11	TRUE	
g585	448.065607871896	-1.60251767079809	0.215882918927576	-7.42069037053864	1.16511407388734e-13	1.38620157376157e-11	TRUE	
g123	32.6296844695554	2.40064089782601	0.321136563155227	7.37939471460471	1.59010766793166e-13	1.86904703714955e-11	TRUE	
g748	2152.39344844176	-1.3092296760421	0.17796389834127	-7.35652692718625	1.88756819998117e-13	2.19227563797813e-11	TRUE	
g562	640.3854807459	-1.79237974379457	0.245120926288856	-7.31063995962421	2.65873052661645e-13	3.05159706090236e-11	TRUE	
g344	2997.55163511679	2.33628422947462	0.320250236892554	7.29706264588529	2.94117875081035e-13	3.33652789452393e-11	TRUE	
g899	1415.23183548475	-1.15012070845897	0.158193218496174	-7.27004968455454	3.59355302306941e-13	4.02973601069714e-11	TRUE	
g565	170.982749856993	-1.9511717300804	0.26861777650677	-7.25534575268294	4.00637102738735e-13	4.44160860718079e-11	TRUE	
g216	1588.89927585463	1.54319642136221	0.215551463652704	7.15888316733747	8.13369669556897e-13	8.91599381595178e-11	TRUE	
g273	1728.50903203798	2.06581507698693	0.289701841666837	7.13094139217197	9.96847616465296e-13	1.08058281624838e-10	TRUE	
g67	1632.8956239624	1.43887914993768	0.201960246971986	7.1242725359386	1.04631828298112e-12	1.12174518338064e-10	TRUE	
g240	253.16041628107	1.29582453263098	0.182933054007248	7.08148379038146	1.42619053693557e-12	1.51238205199385e-10	TRUE	
g158	3115.08090591299	2.05223114783392	0.292409099178771	7.01882312795644	2.23744801688448e-12	2.3471551454543e-10	TRUE	
g459	240.572958847942	1.63901911698423	0.23376577900325	7.00784351007516	2.42019275491652e-12	2.51185111882612e-10	TRUE	
g832	1295.09887183182	-2.5892231196949	0.372373329256699	-6.96039967919936	3.39308714327628e-12	3.48452191261088e-10	TRUE	
g752	409.569435153618	-1.61841242823516	0.234255689942933	-6.90663269337153	4.96292716470451e-12	5.04357473113096e-10	TRUE	
g932	37.3756073863902	-1.64853732400424	0.239901347949687	-6.83755447271585	8.05564620563572e-12	8.10215302909093e-10	TRUE	
g457	944.200413389911	1.01912682559956	0.149306032217389	6.82546980739971	8.76380326414451e-12	8.72445557601978e-10	TRUE	
g10	1523.49415582085	1.57292194822223	0.232286848315169	6.77116327566267	1.27750998803176e-11	1.25892802456948e-09	TRUE	
g707	150.696235679223	-2.03976890549576	0.301093584485285	-6.76482824526861	1.33467436348411e-11	1.3021083090151e-09	TRUE	
g53	2416.96357073265	0.886100137115782	0.13107061764567	6.76040688019214	1.37604748557981e-11	1.31614894797221e-09	TRUE	
g138	1909.23070068631	1.72153611233782	0.25462007727876	6.76095391674592	1.37086126173361e-11	1.31614894797221e-09	TRUE	
g222	6803.29197836774	1.15719075717761	0.171646258971055	6.74168162574119	1.56563859442338e-11	1.4829485560383e-09	TRUE	
g7191	13.2145991912982	0.363704560258052	0.324290227164077	6.73698122682727	1.61711064248418e-11	1.51697417577651e-09	FALSE	
g128	1530.81948165029	1.25438305243517	0.186358777072184	6.73077188747407	1.68765372846459e-11	1.56807140713338e-09	TRUE	
g119	683.977643649496	1.05466995536053	0.156834439852967	6.72427105945656	1.76473648247315e-11	1.62422350217057e-09	TRUE	
g513	2424.89396371584	-0.790678304443104	0.117688212045137	-6.71832202669997	1.83829085143363e-11	1.67610892958752e-09	TRUE	
g415	17611.3198669127	1.49291368448021	0.223383389902012	6.68323650859586	2.3372190980734e-11	2.11128791859297e-09	TRUE	
g474	180.847208567921	2.18391682553822	0.327151904630833	6.6690839638683	2.57404966189876e-11	2.30389252307195e-09	TRUE	
g354	510.012229998882	1.67192499481624	0.251389110460597	6.64925567285391	2.94578904859278e-11	2.61264708709738e-09	TRUE	
g209	111.500489848972	1.55547423093409	0.23376761740359	6.64730498493652	2.98508093097103e-11	2.62364410473453e-09	TRUE	
g729	893.71429615685	-1.73428644230991	0.261833847976833	-6.62297643982818	3.52037149015217e-11	3.06649502302898e-09	TRUE	
g306	434.033505316177	1.09169603068291	0.164942497679363	6.61784767951415	3.64466274831531e-11	3.14666635155435e-09	TRUE	
g38	383.195907075664	1.38787305345835	0.211190026279034	6.57047848435598	5.01538311805851e-11	4.29211207892797e-09	TRUE	
g476	686.695206758812	1.21188111613751	0.184630068883812	6.56341831116773	5.25880500811959e-11	4.46129579645346e-09	TRUE	
g89	53.2736727078682	1.71539101383299	0.261809566472754	6.53167955105445	6.50361917238241e-11	5.46976798670368e-09	TRUE	
g427	738.058760137623	1.45417559799326	0.223141607704512	6.51600938781844	7.22024582322894e-11	6.02057420952321e-09	TRUE	
g693	1087.55340483724	-1.55275797372089	0.238667047199451	-6.50537542444159	7.74995855432603e-11	6.40750810644108e-09	TRUE	
g502	537.652621104004	-1.72491268184386	0.265278665982561	-6.50032232641613	8.01480981097085e-11	6.5160403763193e-09	TRUE	
g648	453.164112594967	-1.82299345809724	0.280303268531547	-6.50148626880846	7.95302969818791e-11	6.5160403763193e-09	TRUE	
g66	2314.36237893897	1.06143842516295	0.163469923607818	6.49305226494633	8.41144909130818e-11	6.78199151527294e-09	TRUE	
g844	383.936748182634	-1.39389929318853	0.214679358092905	-6.49099035969462	8.52739363835685e-11	6.81911904391881e-09	TRUE	
g226	52.4709942492714	1.84981005873345	0.285597420609963	6.45461541469831	1.08494067256808e-10	8.60543187119855e-09	TRUE	
g605	1751.1952425915	-2.29552219797991	0.358712593779578	-6.40337835400525	1.51975950129963e-10	1.19570755602251e-08	TRUE	
g589	1278.46543447092	-0.844812813878183	0.132200297020664	-6.39025881494494	1.65605216314976e-10	1.29251559229513e-08	TRUE	
g316	2876.98961686973	1.38462150136342	0.216932990084128	6.38259197173347	1.74115388951974e-10	1.34815058302814e-08	TRUE	
g369	28479.1796817579	1.50213126543866	0.235529702313394	6.37776337414552	1.79692860576501e-10	1.36959652170652e-08	TRUE	
g827	224.609759534619	-1.73495311453655	0.271806103096188	-6.3779468354373	1.7947779126132e-10	1.36959652170652e-08	TRUE	
g956	186.960532703702	-1.04953812664046	0.165256519430436	-6.34895874513564	2.16777151893776e-10	1.63944022781061e-08	TRUE	
g778	1652.24243909822	-1.13287779530418	0.179149760462485	-6.32344405885836	2.55796834952783e-10	1.91965686292257e-08	TRUE	
g173	237.564856220996	2.48280674956443	0.39436128328005	6.29744838089484	3.02585073972572e-10	2.25345036769192e-08	TRUE	
g388	11238.3278481058	1.15543528691048	0.183608290768157	6.29292436298175	3.11540165135112e-10	2.30256503868042e-08	TRUE	
g359	8042.84387792926	1.19632448897008	0.190670230805049	6.2742858006523	3.51242806691406e-10	2.5764848286326e-08	TRUE	
g280	493.733538369304	1.10655523019348	0.17740034591706	6.23697309413963	4.46118682926781e-10	3.24801035121916e-08	TRUE	
g83	57.0652168379567	1.18156928779846	0.190940916752968	6.18065039888225	6.38380455663095e-10	4.61336275959197e-08	TRUE	
g445	318.385676224695	1.48157661481294	0.24200625119362	6.12061184378779	9.32167262441756e-10	6.67465007741671e-08	TRUE	
g524	44.8929710523164	-1.8057782492647	0.293874825507244	-6.11973736835738	9.37297110092342e-10	6.67465007741671e-08	TRUE	
g375	943.976020794761	2.08068559091025	0.341374465840282	6.09651147962044	1.08408168014691e-09	7.66398613877772e-08	TRUE	
g559	311.963304146186	-1.75876960639071	0.288824483140854	-6.08672734300749	1.15241977293301e-09	8.08849446383774e-08	TRUE	
g159	2972.11888744882	1.32220337942908	0.217703285346929	6.07331794116674	1.2529403408477e-09	8.73120426093585e-08	TRUE	
g567	298.380547550604	-1.69579828676069	0.279308791929206	-6.06872728799521	1.28927857588198e-09	8.92071048674083e-08	TRUE	
g861	3294.5632076418	-0.989635632409655	0.1639771282277	-6.03512995460629	1.58834810422165e-09	1.09126226090045e-07	TRUE	
g477	1906.29515577166	1.37741591306467	0.228441015663519	6.02950658664424	1.64461014175687e-09	1.11422337104028e-07	TRUE	
g980	101.904186772936	-2.0245909837999	0.335217962138892	-6.02983409537684	1.64128080912903e-09	1.11422337104028e-07	TRUE	
g428	2498.30970538862	1.63658903640774	0.273346711337468	5.98728526452406	2.13372366705432e-09	1.43562814453669e-07	TRUE	
g384	199.143942927816	1.9884779951941	0.332268615520696	5.98016560651947	2.22910879175242e-09	1.48953324468059e-07	TRUE	
g164	1625.31730189251	1.60277618881495	0.268490560922095	5.96945085560363	2.38053450201831e-09	1.57989759195175e-07	TRUE	
g258	483.701268809379	1.9714428236685	0.333609264682744	5.90932164550412	3.43519381136508e-09	2.26444262322146e-07	TRUE	
g467	172.410719512345	1.95892990330063	0.331991775559132	5.89662370588505	3.71014632140106e-09	2.42927432963683e-07	TRUE	
g422	716.870218178182	1.06943952768625	0.181765138362535	5.88330012570104	4.02165693160045e-09	2.61568566831294e-07	TRUE	
g343	898.692280223046	1.01473088887157	0.172700932534495	5.87540926912371	4.21799940214492e-09	2.72521868657787e-07	TRUE	
g163	68.5636471811012	1.49034352198394	0.254635837986037	5.84349590040285	5.1116556979702e-09	3.28087585456561e-07	TRUE	
g489	869.847367155006	1.73204430034895	0.298115942192726	5.8097017391261	6.25842382508583e-09	3.99066554493708e-07	TRUE	
g208	542.596879788614	1.41134421225378	0.243158317845352	5.80355099929596	6.49249928279987e-09	4.11304045473997e-07	TRUE	
g72	684.510352252273	1.45425508337449	0.250986052375065	5.79356367215885	6.89083433111102e-09	4.33722449898833e-07	TRUE	
g44	6665.37296561852	1.72119202293419	0.297318714043175	5.78961533519064	7.05478008471815e-09	4.4119509299045e-07	TRUE	
g706	180.745400330095	-1.25485114792108	0.219530591079698	-5.71332473964428	1.10789969485614e-08	6.88450281720795e-07	TRUE	
g225	7610.57898613751	2.41347410115826	0.424208489593207	5.71211600278712	1.11579983257386e-08	6.88971086493077e-07	TRUE	
g88	1270.53596956678	1.01006907219998	0.176892968353484	5.70987925461696	1.13056354232453e-08	6.9369672446026e-07	TRUE	
g54	3239.66469902119	1.47979641899677	0.259728276873772	5.69754173684625	1.21547232231251e-08	7.41134248530055e-07	TRUE	
g916	322.986942402024	-2.27835557218319	0.400457787981243	-5.69344517806597	1.24501204270975e-08	7.54430899917783e-07	TRUE	
g976	539.774062174117	-1.60566060614869	0.282278831443713	-5.68775459402322	1.28720617180224e-08	7.75184161240904e-07	TRUE	
g891	213.516730059743	-1.35864177912166	0.238977300428224	-5.68317741070022	1.32214989006569e-08	7.91343210274898e-07	TRUE	
g569	171.164291731328	-1.38400386349592	0.244111358743346	-5.66606828718822	1.46111314329019e-08	8.69184135727991e-07	TRUE	
g21	938.771825424158	2.02915688966917	0.358574488571956	5.6613207776451	1.50212334557962e-08	8.88164567240895e-07	TRUE	
g335	613.869106462631	0.953261726292402	0.168582296018646	5.65427831950731	1.56502439734502e-08	9.19781808463735e-07	TRUE	
g805	1140.06947534458	-1.54055386974977	0.272677455697355	-5.64947812257301	1.60935664418259e-08	9.40172659918881e-07	TRUE	
g227	563.040341234932	1.19558429445481	0.212148619525329	5.63513538221652	1.74920866248629e-08	1.01579045900097e-06	TRUE	
g380	5263.19934796089	1.55609385256074	0.276507558623615	5.62787532540336	1.82442874295467e-08	1.05320277019324e-06	TRUE	
g933	1505.68108828808	-1.62855489478506	0.291644809916731	-5.58409428158257	2.34921244593768e-08	1.34817156603341e-06	TRUE	
g721	62.6834771929871	-1.68937467494008	0.302586735092173	-5.56784250994175	2.57912767524711e-08	1.4714602105094e-06	TRUE	
g107	8381.53409753797	1.71867214100541	0.309342284666134	5.55664112767975	2.75015375606015e-08	1.55991279326295e-06	TRUE	
g678	538.860215313424	-1.12755047207193	0.203700821962943	-5.5347999605668	3.11583759982979e-08	1.75711627884043e-06	TRUE	
g297	5183.41462708582	1.63272750499737	0.297804798014088	5.48297841903289	4.18224054292778e-08	2.34493900786226e-06	TRUE	
g809	386.711705489889	-1.03067713098021	0.188886247466206	-5.45593533731671	4.87157201208789e-08	2.71583180285311e-06	TRUE	
g349	8891.04515421157	1.5526271742193	0.285794649039511	5.43297419173753	5.5422426116602e-08	3.07216584769073e-06	TRUE	
g726	28.8330327165099	-1.60048422036849	0.293472521649187	-5.4246246461162	5.80764514034516e-08	3.20109525362753e-06	TRUE	
g332	4861.17992191756	1.82609698755121	0.338450418897462	5.39710709326495	6.77239680621237e-08	3.71188220457348e-06	TRUE	
g481	85.474043341845	1.22897892370293	0.227998750096648	5.38649391917405	7.18453588167208e-08	3.89401844786627e-06	TRUE	
g761	38716.3735027576	-0.96353404070974	0.178879142368936	-5.38650874997856	7.1839433540562e-08	3.89401844786627e-06	TRUE	
g250	517.817337908898	1.35761098325031	0.253793842554849	5.34869559413697	8.85904001952946e-08	4.77507151549886e-06	TRUE	
g265	1247.33504466694	0.742535192964842	0.138852118589356	5.34757745093042	8.91392710895934e-08	4.77825675137403e-06	TRUE	
g438	1497.40578550607	1.39185500179804	0.260521272804747	5.34246113955663	9.16930326296853e-08	4.88829085429076e-06	TRUE	
g131	5423.11284281694	1.14513655606613	0.214686191888837	5.33397520214948	9.60856508597153e-08	5.09462831406186e-06	TRUE	
g214	784.089260631127	0.881942410027972	0.165562462430813	5.32674799295678	9.998673477655e-08	5.27281397016228e-06	TRUE	
g905	4554.98926087928	-1.3612639930723	0.255665363413648	-5.32440913094593	1.01281716294247e-07	5.31238937724017e-06	TRUE	
g326	5074.43731346429	1.54615390207956	0.2908209423011	5.31680490035019	1.0560519460599e-07	5.50954159666333e-06	TRUE	
g512	1903.53434094672	-1.36993137743892	0.257805286709317	-5.31366250019729	1.07443534001058e-07	5.55682301116173e-06	TRUE	
g801	29.9847101209671	-2.00431624193562	0.374326539368829	-5.31331176298745	1.07650630290034e-07	5.55682301116173e-06	TRUE	
g578	47.3830473383089	-1.90805248254075	0.358170252458561	-5.30660337645013	1.11686831555587e-07	5.72431010868592e-06	TRUE	
g886	2846.26303126154	-1.96885742661084	0.371339737224286	-5.30598072254714	1.12068801840817e-07	5.72431010868592e-06	TRUE	
g274	1546.37876898544	1.41076749909668	0.26617983485659	5.29996272657329	1.15826324545131e-07	5.88542511594947e-06	TRUE	
g499	186.695270480699	1.76777362264267	0.333556654545417	5.29753862455607	1.17374082847634e-07	5.93316866456747e-06	TRUE	
g727	733.840781543647	-1.34275403427828	0.253481135064683	-5.29655068678808	1.18010592111024e-07	5.93459451873788e-06	TRUE	
g149	15.3700422150548	2.44015333642977	0.450564085601303	5.28204228344676	1.27751702956054e-07	6.39151596943211e-06	TRUE	
g731	2697.88376050078	-1.69083760888922	0.320564688698733	-5.27536187283191	1.32494375475817e-07	6.59497513847995e-06	TRUE	
g385	703.599440688231	0.832102934956617	0.157858416052378	5.27098541406493	1.35693254226335e-07	6.71991567630521e-06	TRUE	
g176	1388.15700574753	0.78367836265582	0.148890718875851	5.26335436443336	1.41450563203367e-07	6.96965502329318e-06	TRUE	
g614	1276.50922500437	-1.90791613637327	0.362780917984031	-5.26171699240537	1.42716324603673e-07	6.99668574288157e-06	TRUE	
g275	13.5129731135081	2.49388656157843	0.458415137467069	5.25479424796224	1.48190045501331e-07	7.22871041955493e-06	TRUE	
g188	779.47386452649	0.923323601396317	0.176510317004133	5.23081659948274	1.68762876844696e-07	8.19129664923809e-06	TRUE	
g322	296.801836246813	1.41481038883087	0.271051028623922	5.21846365954732	1.80413366877676e-07	8.71342973890402e-06	TRUE	
g50	210.195328388089	1.42156461805101	0.272389266670389	5.21714922710829	1.81697872635896e-07	8.73223864746699e-06	TRUE	
g784	758.741353499566	-0.973031625521177	0.187365366078114	-5.19293611893733	2.07003227478725e-07	9.89962493765904e-06	TRUE	
g23	1616.15701090658	1.29545029881433	0.249511887627329	5.1918556292765	2.08208429661604e-07	9.90868995013955e-06	TRUE	
g782	3011.00732751409	-0.752614536155393	0.145519750559656	-5.17187054889546	2.31762128137071e-07	1.09760743791518e-05	TRUE	
g386	5976.32831592049	0.79975905035444	0.155207805947637	5.1528133158672	2.56607386247815e-07	1.20788761345273e-05	TRUE	
g882	744.493835633498	-1.04637009785268	0.203077484454434	-5.1521446928833	2.57524214430266e-07	1.20788761345273e-05	TRUE	
g868	23.0826752075005	-2.12075739989711	0.409102214253678	-5.12167293739584	3.02836821913891e-07	1.41362489693393e-05	TRUE	
g63	24403.0604822625	1.76660944138666	0.346089647061816	5.1063292148075	3.28477212510677e-07	1.52601127869246e-05	TRUE	
g334	1387.09172418747	1.24532187760886	0.244431638184798	5.09468210028873	3.4932692337649e-07	1.61518173671139e-05	TRUE	
g542	1102.00564657802	-1.03699993585079	0.203819817764642	-5.08757420363895	3.62672501496108e-07	1.66897779462077e-05	TRUE	
g663	842.813559667725	-1.2743179926522	0.250754748883176	-5.08163521953857	3.7419949199937e-07	1.71393908166472e-05	TRUE	
g285	479.055056225044	0.96435379198358	0.190481469808247	5.06241815319368	4.13971805534314e-07	1.88724716579101e-05	TRUE	
g907	2002.2330533863	-0.950154273100045	0.187829592241493	-5.05846975111388	4.22634273392041e-07	1.91777673079663e-05	TRUE	
g4	1586.70713381496	1.17309960988528	0.232192096474558	5.05213207174176	4.3690541346055e-07	1.97335611746348e-05	TRUE	
g309	31886.5464800497	1.21239944061161	0.240066703882314	5.05031837539766	4.41074309982233e-07	1.9830050544639e-05	TRUE	
g972	4130.27752488376	-1.25559735864259	0.249078006338632	-5.0409457385688	4.63236812140312e-07	2.07309098130316e-05	TRUE	
g846	234.998596176359	-1.69553277302764	0.336619681321359	-5.03526154655744	4.77196822844405e-07	2.12581379163015e-05	TRUE	
