gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	threshold_CE	genelabels
g255	153.864926105381	1.33933129696013	0.338345120934308	3.95643867236365	7.6075406944765e-05	0.00344606224690706	TRUE	
g7	210.612822029538	1.83728466664488	0.464971702621422	3.95139286687455	7.76976532473474e-05	0.00350186056269075	TRUE	
g8880	979.118812876757	-1.13389119830331	0.287188540923995	-3.94791977065862	7.88332124547504e-05	0.00353527541253328	TRUE	
g564	17.9616236805951	-1.74591342841947	0.596387555223637	-3.94230845707092	8.07010944963593e-05	0.00360103540566093	TRUE	
g845	412.194821679405	1.68306332518711	0.427758876385548	3.93466544267968	8.33126645647208e-05	0.0036991647944603	TRUE	
g815	8191.88243368538	1.62107198654003	0.412963569730146	3.92662116238144	8.61475054711263e-05	0.0038061920028105	TRUE	
g372	3233.21071758804	1.24516199016736	0.317609827580413	3.92044869518149	8.83842517059375e-05	0.00388587428211056	TRUE	
g567	1395.72079760391	1.50366075350656	0.383876644191533	3.917358338823	8.95246227224787e-05	0.0039093719718132	TRUE	
g891	9867.26733497298	1.56885347845084	0.400649091732443	3.91664328070809	8.97904589356137e-05	0.0039093719718132	TRUE	
g315	807.955085174735	1.14451935639075	0.292331711812441	3.9149173691715	9.04351740561446e-05	0.00391842065753411	TRUE	
g518	17068.8436137474	1.17483590631184	0.300531826813135	3.90924618492198	9.25845749270821e-05	0.00399226467558173	TRUE	
g69	14.4887716379011	2.39183330187094	0.596426604849838	3.88965215573546	0.000100388010770399	0.00430803860574023	TRUE	
g243	4797.65159046148	1.5540949114603	0.400088869320439	3.88516990675268	0.000102258347346979	0.00436740532073837	TRUE	
g867	145.102626973078	1.35776547779074	0.34993192809095	3.87756958447319	0.000105505157033246	0.0044509451639857	TRUE	
g7174	655.631178365845	1.26395640650153	0.325875252856857	3.87830750138799	0.000105185709894511	0.0044509451639857	TRUE	
g9489	1014.24164931017	-1.05927861632928	0.273191807142824	-3.87711334173876	0.000105703124086181	0.0044509451639857	TRUE	
g3463	304.086502096888	1.96637729089175	0.509568742643677	3.8667397921209	0.000110300006106225	0.00462280726526511	TRUE	
g734	98.4884614531582	1.48422926241837	0.383539852568014	3.86524520443716	0.000110977649971124	0.00462957461670238	TRUE	
g248	262.258161529163	1.17110705352941	0.303153321240382	3.86212310370064	0.000112405897302538	0.00464371931937444	TRUE	
g519	1582.47383635303	1.50765140609864	0.390399907138315	3.86218900430232	0.000112375571867284	0.00464371931937444	TRUE	
g5577	139.112608484144	1.19879993626704	0.31032742090501	3.86111669552873	0.000112869975652094	0.00464371931937444	TRUE	
g6891	2113.15931742708	1.14314945250398	0.296690868070309	3.85297717830785	0.000116690270346154	0.00477897276134544	TRUE	
g800	61.9884300087468	1.83024580757407	0.474697250550954	3.847501952017	0.000119328326778097	0.00486479892214885	TRUE	
g307	1923.87587572759	1.57140870681116	0.408756509162675	3.84513103576667	0.00012048803490131	0.00488985151597219	TRUE	
g856	1651.83049309352	1.26204394415194	0.328560668613328	3.84106545243424	0.000122501442453783	0.00494916863679272	TRUE	
