logFC	logCPM	PValue
g135	1.04863471890327	7.04924605206408	0.00252788176104112
g136	1.54967948658189	7.93778531248449	1.96905378378654e-15
g137	0.773803369062738	9.92521226010483	0.0108948671306571
g138	0.54507480199205	0.685828908507515	0.311831465859317
g139	0.808173235243365	7.18849283469088	9.05751234228742e-05
g140	0.42640358536252	7.31817697754987	0.456866170741267
g142	0.667503228793924	6.55565863781595	0.0090412898476795
g144	0.789141389044908	8.14420559050278	0.00175983872447807
g146	1.59869119002145	6.12783576668693	4.35766425109883e-07
g147	0.183923067823769	3.28064660136676	0.766520691531743
g148	1.94388487840002	4.41367097378719	1.8842679479015e-08
g149	1.66776903363834	2.05178802001828	0.0994787994820123
g150	1.2306401036491	8.15460568619592	3.59123105473273e-13
g151	1.51613330296482	8.83429907300687	1.58264231324204e-12
g154	1.13588178983267	8.84051970130904	2.46048814552822e-05
g156	2.42940490651787	6.93325074392928	2.3607853784896e-08
g157	1.0617299017443	5.79286419730214	0.00682666781760376
g158	1.50365654656093	9.60289708298254	2.27699982129736e-16
g159	0.535940725209127	6.62951845352469	0.273737872267442
g160	0.410561290090638	5.22719561342909	0.243853269127424
g161	2.88713609534289	1.70377317880726	1.76742307890297e-07
g162	-0.0119397196180902	3.02252450350207	0.9936353175184
g163	0.988103938665766	2.42745896718234	0.0474679358820233
g164	1.03004701511788	6.95754133811491	2.9780306953722e-05
g165	1.02062423526115	7.24464441551348	0.000233790788468853
g167	0.838236103609274	4.72061734133739	0.0107216658796672
g168	2.04964579987298	8.23262254318714	8.84698826093266e-14
g169	0.793211386140414	5.03308596674086	0.284956736982081
g171	1.79386981879906	4.42929918155804	0.00203997965979475
g172	0.522349849423233	3.71599794179303	0.338814703080193
g173	0.365931334259812	6.52569881439511	0.35442952326698
g174	1.89974068864935	7.69345506613449	4.96644586757906e-26
g175	1.93342461267038	7.15523979693185	3.67679304569347e-19
g177	0.150888307973845	7.06560914802908	0.651855684614558
g178	0.959816121183329	7.17251261931539	0.00421762832160902
g181	2.53660657574932	6.53924976374448	2.24789773001954e-12
g182	0.507293167168243	8.61533259140468	0.0369420123349021
g183	2.1338786771838	1.30296793996555	0.000228124184075157
g184	0.375959018919782	1.16783969995381	0.440241791560088
g185	1.10569358406557	1.88533548541871	0.0699591445700082
g186	0.87014060837335	8.10711175705598	0.000880517872028472
g187	0.767302189354722	4.77878710771866	0.501325656261062
g188	1.99823281800995	7.34777888816225	1.38935087765651e-26
g189	0.351521667605713	1.63166905850875	0.563037504530165
g190	0.966395379554613	5.8748919949613	0.00373594429085617
g191	1.32482510166043	1.59987376799472	0.0779244720532071
g192	0.79874619000631	7.27991847540545	0.00118427178879247
g193	0.647743794897086	6.70683894093048	0.00721037403210671
g194	-1.00972800954083	1.9807344047293	0.237726330678939
g195	1.42234441063392	2.07039049127593	0.0389408687499084
g196	1.96322005236562	10.0029708901821	1.20577072428287e-12
g197	1.75771584598467	7.00494067214172	1.19828286225924e-06
g198	3.03577636837795	8.00284404193338	9.58387552188302e-24
g199	1.5745323008158	4.01068985082728	7.26112628495632e-08
g200	1.07452604830583	5.0804624021835	7.36901988657314e-05
g201	1.52959510784347	0.797435644325615	0.0626925421462106
g202	1.40453519708589	7.66854037613508	0.00559875803429119
g203	0.892449872461844	4.28936930529564	0.0216737776928158
g205	1.47385368399378	8.9338076797081	3.12974032542791e-09
g206	1.37587982589948	2.02085190932856	0.0574760965525728
g208	1.2118985194588	6.92440113963764	0.0539365736943649
g209	0.488676702219245	4.90259206720015	0.224704814663215
g210	0.969483014989969	0.678167904789283	0.0573652725530815
g211	1.31950935992506	7.49827438052814	1.10006313282614e-11
g212	2.19279413258887	1.23425812653687	0.0284945837252753
g213	0.673564090524045	1.92708465866712	0.100533022663732
g214	0.434039472899137	4.23013539004792	0.165886378916037
g215	1.69646058213766	10.5576463783822	6.30749781259918e-19
g216	0.610268379303568	6.3781797807759	0.00823638066156013
g217	1.55074016547425	7.14226958701178	1.41388338976253e-09
g218	1.30817941665079	0.89497073211123	0.014794135715204
g219	1.45741790111338	6.98610143364998	1.69246123726579e-09
g220	0.974626038536865	2.86833197817149	0.038353740885358
g221	2.21032111688547	1.99532222612443	1.79005967222314e-08
g222	0.553825245789439	7.08090585922305	0.0575533632843351
g223	0.625099373787456	0.663638605705722	0.136713496064
g225	1.71912401110807	3.31717236865533	3.82962392299581e-05
g226	1.08275891282571	5.77501664151996	0.000900324678587027
g227	1.38178394317478	4.19100929331684	3.58748598500678e-05
g228	0.120864547473152	7.43534065500079	0.833088683632585
g229	0.883722716513244	9.44716672037724	0.00185691995694062
g230	0.987041931215016	3.40296916871909	0.0282145262190793
g231	1.17400044608309	9.33041322501823	7.55775541911777e-06
g232	1.53502209641542	6.13362925802639	0.03548492435902
g233	2.7859766351571	3.45581925310401	6.55093892445882e-10
g234	1.65048574332135	1.50267634208599	0.00240862193470785
g236	1.63780635985394	8.07473216485064	5.61163478548197e-15
g237	1.29195527600223	8.52130904928341	1.18688960507145e-08
g238	0.930815168508902	10.1626031202823	3.46118495726928e-05
g239	2.0313024254756	7.26279637118723	5.80804377708875e-18
g241	1.74753223109348	4.4938259348396	8.74761802168003e-07
g242	0.510211266992716	4.95322862238191	0.165398854780679
g243	0.982775023800959	4.45498675507394	0.0021973526355349
g244	1.65737669327136	7.14258463583749	3.22872551110283e-06
g245	1.59559854007375	7.97516526521969	0.000991818597371203
g246	0.708748452124957	5.99994151959289	0.0624864922083363
g248	1.10553852468698	8.39423057157406	1.02071204730293e-06
g249	1.32442973444052	3.93103091744151	0.00400466844415701
g251	1.43250183906523	3.6842034301078	0.0217911401210404
g252	0.619333058417885	9.47046882407313	0.0513266701357052
g253	2.07589093019206	7.29454173974535	1.90026504176121e-05
g255	0.573724625757535	6.4279289441199	0.0852613719863586
g256	2.20928134272554	4.27290694564326	1.29913887261696e-07
g257	1.31526047522645	2.9903153801774	0.108075992872431
g259	1.50360150628442	4.33182871626954	4.51068168518361e-07
g260	2.69452232523941	2.02190397509857	2.73297075452766e-09
g261	2.79222364326498	5.23378116694714	7.84449852096556e-06
g263	2.26846383607589	11.0800433107379	2.33003982581703e-26
g264	0.961595192065403	7.75927904579201	0.000411985170214533
g266	1.6731638767129	5.30881896561577	3.41104434890892e-05
g267	1.32093380979315	4.07453303624385	0.000378544013610077
g268	1.45347255461387	2.00121276609248	0.000340227908500399
g269	-0.536687911073645	1.91493496251903	0.467008337115908
g270	0.871512648765175	3.69448481091521	0.00737823214750064
g271	0.85759139012456	8.04643108298143	0.00200490564927277
g272	1.23906077892976	7.95624185218092	8.78348197510369e-08
g273	1.4985518694707	2.09709714872071	0.178389744379145
g275	1.35767880252706	3.5359039121309	1.58463221537759e-05
g277	1.00526458084243	1.14119371940708	0.112710214806806
g278	0.954329627458277	8.41821507815701	5.91571291670623e-05
g279	1.0351191465821	0.87641004163818	0.00754457059506836
g280	1.83276210123979	8.07356077012679	1.78284531606952e-13
g281	1.55237620275836	5.21707555456392	5.46881530134322e-05
g282	1.20411237423897	8.93024588871062	0.0518240898164428
g283	1.6768924903154	1.68116750560929	0.00017190981484047
g287	0.922806915786968	6.7321678573659	1.56612176977639e-05
g288	2.13598987188471	3.88243355071979	1.79951858901205e-12
g289	1.21374073467392	7.01277690580973	0.0216590936099055
g290	2.48793086432879	4.34665918327614	1.11865311268469e-06
g292	1.32750421519335	4.2369130364248	3.13129049454433e-05
g293	1.00054980339674	1.21170028356595	0.346265796344344
g294	1.0360685149537	7.91523892170746	0.0124412841900342
g295	2.14990486657889	3.69438729244947	5.10002442636986e-05
g296	1.90425602306586	10.4771784397195	2.28022945007249e-17
g298	0.942485766843393	0.675622872634744	0.128841074701581
g299	1.20363292227821	2.458925938615	0.00496663282569247
g300	0.447144533470165	5.43852929425312	0.245458951799588
g301	1.37898550637042	4.10969335067915	3.42275745893795e-05
g302	1.73382697506217	6.92662704916899	5.38644981389175e-10
g303	1.13535165832584	3.81970666444611	1.35909499795226e-05
g304	1.24705618264803	6.06336192482442	0.000455077270597899
g306	1.88105881035083	3.14086806110918	0.00334907303688357
g307	0.927585623637156	4.0652517744319	0.0468774375873051
g308	1.94163472488093	7.46528069976945	4.14842327697929e-11
g309	0.930106099548515	8.36188311868225	2.9478134639208e-07
g311	2.07439628146045	9.90880568484192	1.09774740699914e-08
g313	0.250826269649837	11.0490726105211	0.41547904194826
g314	1.09589566172942	9.98797741087919	1.64824542300167e-07
g315	2.94097316448614	4.41297448852535	6.77666201728058e-09
g316	0.889523420686064	4.36747916026353	0.000805879299243736
g317	1.80828657910539	12.7291706785934	1.77028003631419e-15
g318	2.7277322623844	8.88195819571263	2.16779794191266e-45
g321	1.32785799106828	5.18354414253661	1.25504038118871e-05
g322	2.09263030173237	1.56050910342934	2.11343428721442e-08
g323	1.0798069156913	7.89454081949129	0.000326116164122136
g324	1.23683740576307	7.8548579649996	3.12306290898116e-07
g325	1.02164725606349	6.80398545936906	0.000692904320276498
g326	2.19396175720017	1.73850952521263	0.029145780984803
g327	1.29452205547288	2.67658404820249	0.00045364370876984
g330	1.93464289495281	9.4057976287229	2.38469287161297e-06
g331	1.42687784716299	0.566677485169304	0.00665498657866736
g332	0.384486674315382	10.667215342571	0.253330859815259
g334	1.07182921838685	2.10940086197878	0.101527116857571
g336	0.814761635408569	6.83966543534115	0.000849969956441638
g337	0.032628523935427	2.84899792558681	0.964759773912466
g338	0.848570288644732	7.56610042834829	0.0271465392163285
g339	0.541599310118081	8.1431207079537	0.0279673444711933
g340	1.05790270319772	5.9099802359834	1.41016933417101e-07
g341	1.59249516314009	4.09146864415681	9.7421315160665e-08
g342	1.8738958026557	4.82044536092787	3.59122114908175e-05
g343	1.23288103417536	5.11974074041221	5.25271806118385e-07
g344	0.548054403540731	3.45145796332295	0.0608253428947258
g345	0.615430298137504	4.34644274707553	0.0579846354751262
g346	0.094056929090819	8.04019529846098	0.778749770222539
g347	1.65370961160523	5.59339786283563	4.14866223873605e-12
g348	1.45105321426318	7.93818040654129	0.000185078472005705
g349	1.98943655169296	3.91311571689471	1.05001182208793e-09
g350	1.0224973355193	10.0694772055632	4.39757479437003e-05
g352	0.287050507149658	5.32984549854441	0.652936041699716
g354	1.14350970182813	6.22338328338988	1.91961074378385e-06
g355	1.83208975312261	9.73563053191998	7.29017349448359e-24
g356	0.212128112605043	4.01708031537972	0.580381872030573
g357	0.621128370764548	9.70243862295433	0.0012653116119983
g358	2.26732757387431	1.25889847599657	0.0422353742876435
g359	1.51452203865367	5.38201778351066	3.50971207095073e-06
g360	0.633768089610098	7.18671607242377	0.00312909474341174
g361	1.23346977321732	8.0660627516467	2.53736463971005e-06
g362	0.357763603397323	0.411445522802272	0.525078102042415
g363	1.12373544027756	7.93711772784679	1.56792843119268e-06
g364	2.09631175303105	3.55278384819784	8.2641007442364e-08
g365	1.3498248608861	3.18651589707921	0.00143738496660534
g366	0.486204725325093	2.55758014998467	0.314086643125319
g367	0.816596019273648	8.90655731380071	0.0260398205550123
g368	1.32294268739193	1.34560029375241	0.0425644614677844
g369	0.0317460628430987	3.44183391055767	0.952207245207119
g370	0.301967754287398	2.11639279336024	0.410429883028612
g371	2.2456131961954	7.71068959459186	2.56875191004525e-23
g372	1.10941340127566	7.73822901248917	3.85878870279313e-05
g373	-0.11823781159691	6.52856722829695	0.791043626566013
g374	-0.180658802703522	2.35256832816725	0.849487739103407
g377	0.875866448244894	2.27929406115763	0.314826523549647
g378	0.503055233504306	9.19837406244645	0.0207033556732372
g379	1.04114374990074	9.86616300574991	2.60718478069555e-05
g380	1.57665088577628	2.51991594877852	0.0553017049985469
g382	1.11780051942633	6.89789827552969	9.76578088801402e-05
g383	1.04034349466774	2.67237274979341	0.00341860434988675
g384	0.095591609688923	0.985219237554513	0.898766884145477
g385	1.69383683677435	1.22117145998706	0.00159350576724699
g386	1.8649458552432	3.84888444373681	0.00204386603807363
g387	0.851358174111495	2.54129485034591	0.188855617572364
g388	0.926367671998403	2.74561625334948	0.0979709703634281
g389	0.757081850735121	1.81628837966795	0.290457656090928
g391	0.840542414145434	3.67132377876743	0.0666706439353703
g392	2.53258332186298	9.89531362078256	5.23575826922542e-23
g393	1.62682798655905	4.23047916266324	6.3351916041478e-09
g394	1.85085794307038	5.18653720490847	6.19874466356108e-12
g395	1.7697078781082	4.13130559361341	2.70582860315218e-09
g396	0.959303528126313	4.86847433568515	0.000800491495279635
g397	1.44654912563014	7.13054655471617	0.000227736022827868
g398	0.793559509389582	7.61377522377402	0.00302692865493574
g399	0.987587873825224	7.72895232506808	3.27324372257132e-05
g400	1.49360041843853	4.93494768205975	0.00328806693198677
g401	-0.139042826831323	4.6927480907413	0.714530050150668
g402	0.833268651544087	4.78902671828776	0.00260724604152203
g403	1.38849665193417	4.37404561419809	0.00135040128670991
g404	1.62646517603726	4.99484357877364	0.000247161485945977
g405	1.87967748381423	3.04465616155134	0.0162227315013584
g406	0.222420475407366	5.56630169282144	0.350493667011901
g407	1.06551259519752	3.33126622086028	0.000780050658005898
g408	1.126641282981	1.46116356815138	0.0398068792027438
g409	1.09623158295361	7.45146492644537	0.000362780094218564
g411	0.215948220400111	0.489368402863451	0.804400864730777
g412	1.20725086661208	7.31907747630933	0.000108046167251113
g413	2.09722078369596	3.32888539443428	0.000578195084016388
g415	0.623895067062437	8.4952090507211	0.0008939927276454
g416	-0.258652364428598	1.44594621016888	0.681538120520881
g417	1.26801357515422	5.87452232826863	0.0111798913309125
g419	0.993278113431758	3.68629864739144	0.0545046220920438
g420	0.505250687718537	4.15856898899293	0.280719250425587
g421	1.8966871883044	3.15475800943386	1.27572984694381e-08
g423	0.522678838553814	3.05342293399517	0.340596860684614
g424	1.37693527118433	6.25778523727585	0.000306347419210605
g425	0.402745629928547	6.02516357484229	0.265883479423939
g426	1.05317890309279	1.01299218515397	0.0727681339481428
g427	1.33097386902817	4.55434081063674	0.00409217018340487
g428	1.23523858503473	2.95872525630218	0.00107541137466199
g429	1.79982678853531	6.50577564925692	7.18686339230863e-13
g430	0.569339614019538	9.27560220719778	0.119474486288729
g432	1.04421805742847	5.8967482083141	0.000123111530925995
g433	0.906394367489094	6.58773043788893	0.00162983199487856
g434	-0.679672129494182	4.60123030752102	0.0779381841543868
g435	1.09272937170354	5.08813679217035	0.00389409621914512
g436	2.09558554430315	7.48613772715325	4.51861825133108e-27
g437	2.8394256891285	1.55542171101277	2.00599393495089e-09
g438	1.59047483089541	4.51795416402115	1.65306039249268e-05
g439	1.22408018967067	6.52123289095961	7.06444004344931e-05
g440	0.854485335236085	7.05360228222688	0.0180291612929564
g441	1.13656614086755	3.94618057533778	0.00135242233151532
g442	0.471835872490903	2.98723892129792	0.131546695457572
g443	0.43991063589733	3.4085817355148	0.336049884654753
g444	0.711251340961085	3.69010570338022	0.0270358510847352
g445	0.798266675130649	5.79097664022322	0.0011001629935588
g448	-0.565346485674107	1.20131434139761	0.450352790054136
g449	1.50222790181386	8.84164796703948	8.37804093920998e-08
g450	0.317773288518755	3.89616343438955	0.312526421959167
g451	0.704336904929966	2.6698508846852	0.0839548893027503
g452	1.847243676845	8.39276630389822	3.75451191407219e-08
g453	1.02011755387213	4.27595818519922	0.000455463782565638
g455	0.882794756027351	6.66369765357357	0.0241834601402053
g456	0.251008338837182	5.90853616649618	0.597432903492564
g457	0.555978929698011	8.84360053147494	0.00727050844447173
g458	1.1935943158972	9.90747420528774	3.56783874268496e-10
g459	0.796302946539881	5.32791928029302	0.107852127727533
g460	-0.0923048593674854	0.671544331785512	0.917722732720321
g461	0.637539500503203	9.59393666235018	0.0863949236335753
g462	1.52616358928699	4.95723275300042	0.00502177570835734
g464	0.745246598562067	1.86974760572599	0.0580583228660919
g465	0.547009235409777	3.38275849634039	0.59310950672646
g466	1.01607752985049	8.71893674746787	1.36872988364451e-05
g467	1.24341523871284	11.9219934241381	0.000186485734853638
g468	1.30802699481583	4.82259981186666	0.000276470400625943
g469	-0.991095271736299	2.9916012571908	0.268166344259651
g470	0.752604233448046	3.34220696115861	0.0438207436967276
g471	1.11145339682441	7.5089033502899	1.08030034770647e-06
g472	1.41924633434591	4.27166268405396	0.0213451295392467
g473	2.29287527196041	2.54559655732116	4.21088686941835e-06
g474	0.521607558987236	4.88806208635016	0.0942131196605887
g475	1.37410544000823	7.90942675835707	5.48713375994808e-06
g476	0.788750396772433	6.50396822867203	0.000307562520471571
g477	1.01422076349474	5.60181298598344	0.0165067847859597
g478	0.914105097042839	8.23019002949086	0.000234709535456467
g480	1.32997908573444	3.03182662644266	0.000136159443916701
g481	0.273544729416114	7.96013349073275	0.531122238784183
g483	1.31783986509394	3.57387121938999	0.0292235728256491
g485	1.62878991634992	9.84212600008052	8.78634586994969e-08
g486	-0.246358690375704	0.800766629465146	0.536836269410377
g487	0.686746992177423	4.1007984291171	0.0600151868259614
g488	0.688018460847504	12.2964053645341	0.180691791910909
g489	2.09580364378418	7.41142293853857	4.95821915430883e-16
g490	2.6920118739883	7.13788124256345	1.94898810013154e-06
g491	2.19825003499389	5.26176525306179	0.000749180328998924
g492	1.96388498985807	7.26565011112007	0.000273437775746973
g493	1.05930240883966	3.54474099455528	0.00295314946764426
g494	1.35690069099601	0.860596965097076	0.00559667732398299
g496	0.429377989661326	5.16526717616744	0.148567494126713
g497	0.830851720316594	9.15858481251563	0.000435270721111851
g499	1.02703202806451	4.92137134666766	0.022162379467837
g500	0.596936752060339	6.64175151727002	0.00547602495055646
g501	1.7003905386931	8.25373500146648	2.98131343681652e-09
g502	1.1084537839027	4.86214343723334	9.82808627292266e-06
g503	1.92577234981444	1.26761266276714	0.00232204411067467
g504	1.36215911987506	0.363827847614282	0.0411785582994061
g505	0.395232262451481	0.870589567469544	0.590785514268285
g506	0.708316115401917	7.98455340314645	0.000118618922952761
g507	2.26782315135024	7.20865867540563	6.32195590548999e-19
g508	0.628648713467581	3.05619046321763	0.145724425313275
g509	1.17003142630279	8.91042234928254	0.0111080921345156
g510	1.77688150304417	7.78686768109216	2.69895015517482e-15
g511	0.744396653962116	5.97325949110288	0.00992692990492685
g512	0.192269103461289	2.29747459587307	0.797253463846453
g514	1.15468043888312	10.0064238404754	2.37545135031623e-08
g515	3.50024942590798	2.82458456500971	3.59347379595175e-14
g516	2.23603059966578	8.91164460583306	2.44122539196646e-19
g517	2.11684956083406	6.15211309636664	4.53101771404367e-08
g519	0.824325211074807	3.38850707837608	0.0800962208125856
g520	0.509106052972403	7.54506274268002	0.0984361103779542
g521	1.12225350303016	7.26821061358481	9.32720076152203e-07
g522	0.57921697063739	5.78627587993612	0.0448986203805212
g523	1.47933580193398	4.17433271192748	2.15880698672148e-07
g524	1.95094365197175	7.20180904392531	4.73686023649684e-12
g525	1.66741520552757	6.23559776897172	0.000106147472263496
g529	0.712825555977658	7.00974583803701	0.00509657704128248
g535	0.726044238708522	1.21206767458098	0.0833541428525961
g536	1.17970469958457	4.24643490882267	0.0108948463566753
g537	1.49201755537826	2.36833994184244	0.0238577752237908
g539	0.961717896311485	3.02618327588336	0.224636174743528
g540	2.35892159399824	6.29719669617801	8.11824538263513e-10
g541	0.0221271521800275	0.557559001504285	1
g542	1.5184169400193	2.33134898624963	0.0734800403739074
g543	1.30082934434867	6.63283848963353	1.00827121535376e-07
g544	0.338672449003168	6.9180727119428	0.307357806985082
g545	1.96705992078473	7.26758467400172	4.91555873069201e-22
g546	1.99191061734777	6.55531806482204	9.6775913475199e-19
g547	0.992382805186441	5.46794372766783	0.000135562148690878
g549	0.591345963995335	7.7875836413201	0.0118998160349451
g550	1.38624809661257	3.81877831782489	0.0109725667520741
g551	1.07966003616583	7.65457552318032	3.54080791741155e-08
g552	0.108004892255999	1.84874071263074	0.815570830640914
g553	1.06692645808179	7.34635010759314	0.00261637124149687
g556	0.0901883572263391	2.41688140736968	0.925998894688497
g557	0.854200843552732	2.28358129636026	0.168729156351358
g558	0.765845270854278	4.81343255260566	0.0104672866243294
g559	1.33889901908408	5.54213308350194	0.0341054176738679
g560	2.12946449991786	3.78865068170806	1.11061398807854e-09
g561	1.33333335344256	8.54316162190231	1.01573104236429e-05
g562	1.0239942250268	9.50194197787444	0.0133958304493201
g563	0.939702785994332	5.17740240086414	0.000851117154541452
g564	1.84527119634884	4.79193019475778	0.000180503746179852
g565	0.805806439504663	1.67895069545546	0.202376068930402
g568	1.83677240817169	4.67901717440842	3.12996525426306e-10
g569	1.41188223327272	7.17771031869339	2.34665561731038e-06
g570	0.777088222345493	8.40488752786838	0.00212976514893186
g571	0.60187046085531	2.12235630178495	0.117534324274142
g572	1.26310001015329	4.72471415222901	0.00218417427168453
g573	1.23493233609779	3.67983248306813	0.00130845812496406
g574	1.34410671688537	6.83414168209665	6.29034296578896e-06
g575	2.35574346380685	5.96174269513961	1.61304702534987e-16
g576	1.1307048245561	6.57357802159878	1.50713959250725e-06
g577	1.0804221122147	1.4680699159703	0.0197051546813715
g578	2.24440573717304	8.34408055809506	6.21081219582087e-13
g579	0.478593456657292	3.93938153901094	0.185453791210128
g580	2.03969828552863	8.56179931797263	3.04262979105954e-30
g581	0.548739760574457	4.95715038292936	0.0455406526197697
