gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
g1	4.40263668413236	-0.393773253001944	0.599118277764831	-0.656621662332336	0.511424216525484	NA
g2	28.4087753039657	0.32807706959464	0.55178727753284	0.595339662227951	0.551616449023728	0.98623099533915
g3	133.618026000249	0.0501745840681026	0.505149574550389	0.0993019884675927	0.920898499653631	0.997852919207774
g4	3622.45273264293	0.189974325398518	0.265732417963874	0.714908729435585	0.474665442599931	0.970093233599407
g5	88.6051570600117	-0.308449096984532	0.563547402914457	-0.547495639047163	0.58403826570758	0.98623099533915
g6	10208.8792854941	1.29097577494236	0.318498464064201	4.05342860834414	5.04724074882007e-05	0.00246165147410508
g7	4.71991764046065	0.459812165264355	0.597150691950301	0.774330053727816	0.438735635429551	NA
g8	124.301226697603	0.440833057854131	0.447707319297068	0.984583172346239	0.324828858749052	0.917873340434142
g9	27.3648899285837	1.05735197357021	0.476771295815257	2.21396188031341	0.026831401317819	0.295179037805931
g10	439.92248942062	1.37913286123239	0.296411471546128	4.65186721037824	3.28942882591608e-06	0.000251112136197542
g11	3080.72464673309	1.69897486135625	0.397682055530086	4.27335479463827	1.92553696913085e-05	0.00111948934119203
g12	153.741622666119	0.480821222989508	0.395918118961957	1.21420636665782	0.224668929918865	0.831521305125513
g13	2.20639054352834	-0.0310089439944003	0.483773947372438	-0.0640399505241735	0.948938416158685	NA
g14	1121.89485286863	1.22531672914426	0.38926282069051	3.14799419305414	0.00164394959108086	0.0413531044701974
g15	1309.1638294306	0.689237532169259	0.328973499292796	2.09516603394874	0.0361562355252165	0.354207512137997
g16	13.5249073042372	1.15392781480996	0.570754428783892	2.02284579205883	0.0430890488373534	0.394863005994912
g17	229.680545894144	1.42860972323365	0.392496294746311	3.63916125645554	0.000273527484138999	0.0103059990697694
g18	2169.16754232274	0.28150905830674	0.324176376584831	0.868382703138845	0.385184860633234	0.949668032207249
g19	109.844556705848	0.185486445128239	0.598021889828687	0.31047591373784	0.756199073173752	0.991150802493272
g20	31.6756085593666	0.268966777458702	0.588649733828615	0.457798819348283	0.647096984114513	0.986621800258367
g21	197.240367027522	0.190737419298485	0.431932442537408	0.441580427804909	0.658792849620811	0.987002294385189
g22	3233.08335040132	1.34272215633999	0.308355235371422	4.35449519146183	1.33373908103386e-05	0.000832393482989621
g23	3092.32102123322	1.02847331380509	0.281605138565444	3.65218960126512	0.000260013790185759	0.00988164962788214
g24	9.49787284444838	-0.000783149152086843	0.599003751962841	-0.00130505069208645	0.998958720497296	0.999985569901278
g25	206.448720271721	0.866682924899389	0.4405091849645	1.96718850932052	0.0491614822453673	0.426314354109587
g26	114.78084591957	0.747530734070177	0.426994002380869	1.75072592230325	0.0799931320086427	0.551224258951235
g27	650.193362529761	1.36390600332353	0.495543538581715	2.75580285453506	0.00585482742686435	0.106648981040777
g28	209.971510171183	1.85655764705608	0.523517324795745	3.5590619258284	0.000372181776618347	0.0127632180348925
g29	3940.01555152235	1.17134303843627	0.274847325354539	4.26179747506088	2.02789183338078e-05	0.00117124094771381
g30	10.5218908070144	0.517267780598574	0.568740489014582	0.90967442961289	0.362994233253374	0.942260902936538
g31	1091.9040860159	1.30739052528118	0.483013537850191	2.70900211031656	0.00674859105047069	0.118967632192936
g32	810.646245043268	1.39855492907038	0.518325160306157	2.70385261247039	0.0068540683318695	0.120103524721522
g33	11.3553846315837	0.642150701120751	0.597998896263464	1.08609347875416	0.277437637214982	0.889516850459868
g34	272.724847281113	1.62701252242216	0.263790272455994	6.16462382778173	7.06508918619294e-10	1.77212622758822e-07
g35	4.83959803243149	0.00524579718751809	0.59908582242701	0.00880197215825688	0.992977132992863	NA
g36	141.275871947164	1.44456051424046	0.596128107676409	2.48762468777095	0.0128599365252301	0.184171913140286
g37	108.889069128713	1.21726294959294	0.412984665021837	2.94678669784429	0.00321094609503364	0.0684196499230591
