gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
g1	3.22248651791328	0.530324661915144	0.504345352545258	1.05041090162996	0.293529235612634	NA
g2	5932.30968459291	0.289156090068632	0.339177120215296	0.852533761768195	0.393917908659983	0.869619121352956
g3	22.610337199716	0.953911645986282	0.460016794613989	2.07626391580897	0.0378695487069748	0.319556965702993
g4	113.11406990398	1.33285440801317	0.40713852829824	3.27530868404904	0.00105546576533188	0.0209494626077389
g5	35.0712615781891	0.955587867915436	0.50664130183615	1.95473920392565	0.0506138602670942	0.378463150617799
g6	3526.15656962098	1.08499097769131	0.249428608566035	4.34992568726664	1.36183674880436e-05	0.000504988068829895
g7	571.21945223885	0.058369196268018	0.379833579822212	0.153669709642243	0.877870169254603	0.985566612699884
g8	13.6325032929347	0.255431915449523	0.465463352343319	0.548755084831797	0.583173537761174	0.939575513653155
g9	36.7335437039811	1.42136217109742	0.498625250885424	2.88099818314063	0.00396417925605418	0.0633143621747418
g10	21.170094896646	0.577300144844346	0.439032905732585	1.31335628827266	0.189062919532254	0.696482460980006
g11	4847.32771817041	0.458208542442212	0.244123967176345	1.87695034719356	0.06052489946196	0.41419292786307
g12	35.041215461136	1.13933518535245	0.424430461601087	2.68416775553799	0.00727106122421014	0.102902725934939
g13	4307.78690863	0.47400697821156	0.227563822477191	2.08296214176384	0.0372546745183763	0.316813752104272
g14	68.0650856905188	0.739122705458653	0.252828087259924	2.92222627662304	0.00347538951294675	0.0569333073122629
g15	689.341625453713	1.65935672447576	0.316268380644587	5.24668427732894	1.54860946041499e-07	9.25971669236886e-06
g16	1139.48031986371	1.53165526881675	0.314682591123908	4.86767337732602	1.12919754123463e-06	5.45607721060189e-05
g17	1000.37183480474	0.942273858927717	0.177245602810394	5.31602523402274	1.06058448007997e-07	6.46281001332807e-06
g18	88.7133717215577	0.253900053368492	0.416966252438137	0.608902207583271	0.54258926089197	0.930258510789554
g19	717.590427548602	1.46883911986553	0.325191594338299	4.51689558859419	6.27528277990207e-06	0.000253314896014022
g20	33.9441797158397	0.355602067078986	0.372202093311564	0.955746581561142	0.339200282310021	0.835211468128073
g21	678.787925898756	0.749976185040551	0.21044760110902	3.56361411981581	0.000365783561464081	0.00857807922520915
g22	4591.36920078899	1.68362207388658	0.181676946590272	9.26688713326968	1.91657665901834e-20	6.32272030925121e-18
